ClientCode,ProductCode,Date,Quantity
C00018,VW000015857,03.06.2025,441
C00018,VW000037397,03.06.2025,36993
C00018,VW000051918,03.06.2025,4274
C00018,V53342636,03.06.2025,1764
C00018,V53512445,03.06.2025,1800
C00018,VW000054852,03.06.2025,43200
C00018,VW000007073,03.06.2025,6174
C00018,VW000065335,03.06.2025,849
C00018,VW151616,03.06.2025,24000
C00018,V53342836,03.06.2025,2205
C00018,V53343106,03.06.2025,9261
C00018,VW000035924,03.06.2025,18088
C00018,VW000027021,03.06.2025,1323
C00018,VW000038990,03.06.2025,4800
C00018,VW000067337,03.06.2025,32
C00018,VW000097898,03.06.2025,19200
C00018,V53512535,03.06.2025,400
C00018,VW000027021,03.06.2025,441
C00018,VW000037335,03.06.2025,48
C00018,VW000035924,03.06.2025,10198
C00018,V53343106,03.06.2025,5733
C00018,V53342836,03.06.2025,882
C00018,VW000038990,03.06.2025,3200
C00018,VW000097898,03.06.2025,13424
C00018,VW000051918,03.06.2025,1243
C00018,VW000095903,03.06.2025,2376
C00018,VW000037397,03.06.2025,13070
C00018,VW151616,03.06.2025,12800
C00018,VW000007073,03.06.2025,3969
C00018,VW000065335,03.06.2025,480
C00018,VW000054852,03.06.2025,22400
C00018,V53342636,03.06.2025,2205
C00018,VW000037397,03.06.2025,14755
C00018,VW000095903,03.06.2025,4752
C00018,VW000051918,03.06.2025,2809
C00018,VW000054852,03.06.2025,30400
C00018,VW000007073,03.06.2025,3969
C00018,V53512215,03.06.2025,84
C00018,VW000065335,03.06.2025,760
C00018,VW151616,03.06.2025,17600
C00018,VW000092467,03.06.2025,992
C00018,V53342836,03.06.2025,1323
C00018,V53343106,03.06.2025,7497
C00018,V53342676,03.06.2025,441
C00018,V53342296,03.06.2025,934
C00018,VW000037395,03.06.2025,2400
C00018,VW000035924,03.06.2025,14096
C00018,VW000027021,03.06.2025,441
C00018,VW000037335,03.06.2025,409
C00018,VW000038990,03.06.2025,4800
C00018,VW000097898,03.06.2025,15020
C00018,VW000035923,03.06.2025,379
C00018,V53342636,03.06.2025,1764
C00018,VW000051918,03.06.2025,2458
C00018,VW000095903,03.06.2025,9504
